,budget,dimensionality,function_name,noise,seed
1226,2000.0,100,XinSheYangN3,0.1,906114
1227,2000.0,25,StyblinskiTang,0.0,861508
1228,2000.0,2,ShubertN3,0.1,489552
1229,2000.0,2,Schwefel2_23,0.0,248140
1230,2000.0,100,Sphere,0.1,182657
1231,2000.0,25,Powell,0.0,26738
1232,2000.0,10,SumSquares,0.0,411668
1233,2000.0,100,XinSheYang,0.1,94609
1234,2000.0,2,AckleyN4,0.1,530510
1235,2000.0,10,Thevenot,0.0,239984
1236,2000.0,100,Rastrigin,0.1,370183
1237,2000.0,10,XinSheYang,0.1,440140
1238,2000.0,25,Ackley,0.0,2961
1239,2000.0,100,Schwefel2_23,0.1,628030
1240,2000.0,10,Griewank,0.0,937343
1241,2000.0,2,DixonPrice,0.1,795529
1242,2000.0,10,AckleyN4,0.1,279520
1243,2000.0,2,Periodic,0.1,879100
1244,2000.0,100,DixonPrice,0.1,76427
1245,2000.0,100,Michalewicz,0.0,602023
1246,2000.0,25,XinSheYangN2,0.1,985358
1247,2000.0,2,Zakharov,0.1,415950
1248,2000.0,2,Schwefel,0.1,61160
1249,2000.0,10,Schwefel2_21,0.1,313134
1250,2000.0,100,Schwefel,0.0,278611
1251,2000.0,10,Zakharov,0.1,359424
1252,2000.0,10,Griewank,0.1,198040
1253,2000.0,100,XinSheYangN4,0.1,315522
1254,2000.0,25,Salomon,0.1,601245
1255,2000.0,25,Powell,0.0,285838
1256,2000.0,100,SumSquares,0.0,171231
1257,2000.0,100,StyblinskiTang,0.0,69021
1258,2000.0,100,AckleyN4,0.0,70575
1259,2000.0,10,Salomon,0.1,201400
1260,2000.0,2,Sphere,0.1,329168
1261,2000.0,10,Schwefel2_20,0.1,229243
1262,2000.0,10,Periodic,0.1,621738
1263,2000.0,100,Schwefel2_20,0.0,474316
1264,2000.0,10,Zakharov,0.0,398810
1265,2000.0,25,Salomon,0.1,240386
1266,2000.0,25,AckleyN4,0.0,687178
1267,2000.0,25,XinSheYangN4,0.0,532041
1268,2000.0,10,Brown,0.0,294911
1269,2000.0,100,Zakharov,0.1,80768
1270,2000.0,10,XinSheYangN3,0.0,657452
1271,2000.0,2,Shubert,0.1,802358
1272,2000.0,10,XinSheYangN2,0.0,84503
1273,2000.0,2,ShubertN3,0.0,844818
1274,2000.0,25,XinSheYangN4,0.1,298453
1275,2000.0,100,XinSheYang,0.1,555534
1276,2000.0,2,RotatedHyperEllipsoid,0.0,932548
1277,2000.0,2,Schwefel2_23,0.0,367072
1278,2000.0,25,Michalewicz,0.1,566699
1279,2000.0,2,DixonPrice,0.1,711881
1280,2000.0,25,Ackley,0.1,267074
1281,2000.0,100,AckleyN4,0.0,625918
1282,2000.0,25,SumSquares,0.1,438335
1283,2000.0,25,Periodic,0.0,538081
1284,2000.0,10,Thevenot,0.0,785415
1285,2000.0,100,Schwefel,0.1,926809
1286,2000.0,10,Schwefel2_23,0.0,140748
1287,2000.0,100,Zakharov,0.0,975532
1288,2000.0,2,AckleyN4,0.1,698964
1289,2000.0,25,XinSheYangN4,0.1,197836
1290,2000.0,10,Ridge,0.1,258397
1291,2000.0,10,SumSquares,0.0,348409
1292,2000.0,10,RotatedHyperEllipsoid,0.1,540609
1293,2000.0,10,AckleyN4,0.0,409946
1294,2000.0,100,AckleyN4,0.0,567021
1295,2000.0,10,Schwefel2_23,0.0,916839
1296,2000.0,2,ShubertN3,0.0,123224
1297,2000.0,100,Shubert,0.0,700190
1298,2000.0,100,SumSquares,0.0,200990
1299,2000.0,10,XinSheYangN3,0.0,656401
1300,2000.0,100,Schwefel,0.1,658434
1301,2000.0,25,Thevenot,0.1,431819
1302,2000.0,10,Rosenbrock,0.1,260563
1303,2000.0,2,ShubertN3,0.1,176006
1304,2000.0,100,Schwefel2_23,0.1,285480
1305,2000.0,2,Shubert,0.0,979715
1306,2000.0,2,Thevenot,0.1,606260
1307,2000.0,100,XinSheYang,0.1,895460
1308,2000.0,10,Periodic,0.0,141276
1309,2000.0,2,Griewank,0.0,267615
1310,2000.0,10,DixonPrice,0.1,372621
1311,2000.0,10,Schwefel2_21,0.1,71465
1312,2000.0,25,Schwefel2_20,0.0,42583
1313,2000.0,10,XinSheYang,0.0,366253
1314,2000.0,10,Schwefel2_20,0.0,958905
1315,2000.0,100,Schwefel2_20,0.0,135841
1316,2000.0,2,Periodic,0.1,275625
1317,2000.0,100,Qing,0.1,358368
1318,2000.0,10,DixonPrice,0.0,731861
1319,2000.0,100,RotatedHyperEllipsoid,0.1,775919
1320,2000.0,25,Schwefel2_23,0.1,658792
1321,2000.0,25,ShubertN4,0.0,196398
1322,2000.0,10,Schwefel2_20,0.0,558428
1323,2000.0,2,Schwefel,0.1,466165
1324,2000.0,2,Rosenbrock,0.0,483457
1325,2000.0,10,AckleyN4,0.1,965027
1326,2000.0,25,Sphere,0.1,232422
1327,2000.0,10,Ridge,0.1,681358
1328,2000.0,100,Qing,0.0,295385
1329,2000.0,10,Schwefel2_23,0.1,530809
1330,2000.0,10,Shubert,0.0,283870
1331,2000.0,25,Rastrigin,0.1,238847
1332,2000.0,100,Rastrigin,0.1,969873
1333,2000.0,10,Sphere,0.0,476291
1334,2000.0,10,Rastrigin,0.0,319236
1335,2000.0,10,Rosenbrock,0.1,247664
1336,2000.0,2,Griewank,0.0,645120
1337,2000.0,2,Thevenot,0.0,571293
1338,2000.0,100,Schwefel,0.1,689109
1339,2000.0,25,Schwefel2_23,0.1,194691
1340,2000.0,10,SumSquares,0.0,98526
1341,2000.0,2,Periodic,0.0,537459
1342,2000.0,100,Ridge,0.0,91677
1343,2000.0,2,Ridge,0.0,347152
1344,2000.0,2,Powell,0.1,234760
1345,2000.0,100,Sphere,0.1,727684
1346,2000.0,10,Michalewicz,0.1,684488
1347,2000.0,25,XinSheYangN4,0.0,326610
1348,2000.0,100,Schwefel2_23,0.0,188519
1349,2000.0,2,Schwefel2_20,0.1,47382
1350,2000.0,25,Powell,0.0,976394
1351,2000.0,100,Quartic,0.0,741231
1352,2000.0,2,Shubert,0.0,534455
1353,2000.0,100,Shubert,0.1,41241
1354,2000.0,10,XinSheYangN2,0.1,336932
1355,2000.0,100,RotatedHyperEllipsoid,0.0,67510
1356,2000.0,25,Schwefel2_20,0.1,407513
1357,2000.0,2,Schwefel2_23,0.1,337562
1358,2000.0,2,Powell,0.0,944823
1359,2000.0,10,SumSquares,0.1,930927
1360,2000.0,2,Schwefel2_23,0.0,41040
1361,2000.0,2,Periodic,0.0,161528
1362,2000.0,2,XinSheYangN2,0.1,862231
1363,2000.0,2,Schwefel2_20,0.1,675004
1364,2000.0,100,Quartic,0.0,877223
1365,2000.0,10,Thevenot,0.1,620412
1366,2000.0,25,ShubertN3,0.0,236257
1367,2000.0,100,DixonPrice,0.1,975003
1368,2000.0,10,Rosenbrock,0.1,995377
1369,2000.0,10,RotatedHyperEllipsoid,0.0,994363
1370,2000.0,2,ShubertN4,0.1,445122
1371,2000.0,2,Schwefel,0.0,180765
1372,2000.0,25,Sphere,0.0,62682
1373,2000.0,100,XinSheYangN2,0.1,157077
1374,2000.0,10,Zakharov,0.1,862627
1375,2000.0,10,Schwefel2_23,0.1,304036
1376,2000.0,25,Thevenot,0.1,73403
1377,2000.0,10,Zakharov,0.0,15087
1378,2000.0,100,HappyCat,0.0,539511
1379,2000.0,25,Brown,0.0,867026
1380,2000.0,100,Zakharov,0.1,383338
1381,2000.0,25,Schwefel,0.0,624450
1382,2000.0,100,XinSheYang,0.0,219396
1383,2000.0,2,Griewank,0.0,597591
1384,2000.0,10,Salomon,0.1,688558
1385,2000.0,25,Schwefel2_20,0.1,872022
1386,2000.0,2,Rosenbrock,0.1,17696
1387,2000.0,25,Zakharov,0.1,69901
1388,2000.0,25,Schwefel2_23,0.0,865588
1389,2000.0,10,Rastrigin,0.1,918967
1390,2000.0,100,Salomon,0.0,658568
1391,2000.0,100,ShubertN3,0.1,568292
1392,2000.0,2,Rosenbrock,0.0,270991
1393,2000.0,2,Periodic,0.1,497967
1394,2000.0,10,Brown,0.1,185925
1395,2000.0,10,ShubertN3,0.0,516731
1396,2000.0,2,StyblinskiTang,0.1,268585
1397,2000.0,25,Zakharov,0.0,120342
1398,2000.0,2,XinSheYangN4,0.0,98482
1399,2000.0,2,Schwefel2_21,0.0,450562
1400,2000.0,100,Rastrigin,0.1,241794
1401,2000.0,100,Rastrigin,0.0,346708
1402,2000.0,100,XinSheYangN4,0.0,384706
1403,2000.0,100,Quartic,0.1,253435
1404,2000.0,25,XinSheYangN3,0.0,236683
1405,2000.0,10,RotatedHyperEllipsoid,0.0,494923
1406,2000.0,10,Sphere,0.1,597669
1407,2000.0,2,Schwefel2_20,0.1,644006
1408,2000.0,10,StyblinskiTang,0.0,997698
1409,2000.0,100,Sphere,0.0,490859
1410,2000.0,10,StyblinskiTang,0.1,23164
1411,2000.0,2,XinSheYangN2,0.1,400796
1412,2000.0,10,Periodic,0.1,363006
1413,2000.0,25,Schwefel2_20,0.0,987687
1414,2000.0,25,XinSheYangN3,0.0,769084
1415,2000.0,100,Ackley,0.1,346262
1416,2000.0,25,DixonPrice,0.0,985245
1417,2000.0,10,ShubertN4,0.0,199364
1418,2000.0,100,ShubertN4,0.1,976426
1419,2000.0,10,RotatedHyperEllipsoid,0.0,356995
1420,2000.0,10,HappyCat,0.0,70068
1421,2000.0,2,Schwefel2_20,0.1,154715
1422,2000.0,10,Trid,0.0,507930
1423,2000.0,2,XinSheYang,0.0,328933
1424,2000.0,2,Griewank,0.0,243707
1425,2000.0,100,Zakharov,0.1,573159
1426,2000.0,25,HappyCat,0.1,676149
1427,2000.0,100,SumSquares,0.1,402863
1428,2000.0,10,Ridge,0.1,982691
1429,2000.0,25,XinSheYang,0.1,726954
1430,2000.0,10,StyblinskiTang,0.0,577362
1431,2000.0,10,Schwefel2_21,0.1,566798
1432,2000.0,25,Schwefel2_20,0.1,625626
1433,2000.0,10,Levy,0.1,941787
1434,2000.0,10,XinSheYangN4,0.0,52298
1435,2000.0,100,Zakharov,0.0,281135
1436,2000.0,2,ShubertN3,0.1,469719
1437,2000.0,10,Rosenbrock,0.1,187446
1438,2000.0,25,Schwefel2_20,0.1,406850
1439,2000.0,100,Rastrigin,0.1,275840
1440,2000.0,100,Schwefel2_23,0.0,504062
1441,2000.0,25,Periodic,0.0,511508
1442,2000.0,25,Quartic,0.0,393987
1443,2000.0,2,Powell,0.1,897230
1444,2000.0,25,SumSquares,0.1,862219
1445,2000.0,2,Levy,0.0,554613
1446,2000.0,2,StyblinskiTang,0.1,28340
1447,2000.0,25,Quartic,0.0,984132
1448,2000.0,25,AckleyN4,0.0,930139
1449,2000.0,25,Schwefel2_21,0.1,844632
1450,2000.0,25,XinSheYangN3,0.0,472093
1451,2000.0,10,Qing,0.0,59959
1452,2000.0,100,Rosenbrock,0.0,618821
1453,2000.0,25,Trid,0.0,538536
1454,2000.0,100,ShubertN4,0.1,810002
1455,2000.0,2,XinSheYang,0.0,333864
1456,2000.0,10,AckleyN4,0.1,573180
1457,2000.0,25,Ridge,0.0,348157
1458,2000.0,25,Shubert,0.1,253346
1459,2000.0,100,StyblinskiTang,0.1,290766
1460,2000.0,25,Brown,0.1,942804
1461,2000.0,100,XinSheYangN2,0.1,157705
1462,2000.0,25,Thevenot,0.1,537751
1463,2000.0,100,XinSheYang,0.1,468600
1464,2000.0,10,Schwefel2_20,0.0,231458
1465,2000.0,100,XinSheYangN3,0.0,724216
1466,2000.0,10,AckleyN4,0.0,576798
1467,2000.0,10,DixonPrice,0.0,495000
1468,2000.0,10,XinSheYangN2,0.1,599002
1469,2000.0,2,Schwefel2_21,0.1,411958
1470,2000.0,2,Shubert,0.1,801462
1471,2000.0,2,Ridge,0.1,661332
1472,2000.0,10,Powell,0.0,558702
1473,2000.0,100,HappyCat,0.1,266077
1474,2000.0,10,XinSheYangN2,0.0,910464
1475,2000.0,100,Griewank,0.0,721002
1476,2000.0,10,Brown,0.0,705485
1477,2000.0,2,XinSheYangN4,0.0,649597
1478,2000.0,2,Quartic,0.1,91077
1479,2000.0,25,RotatedHyperEllipsoid,0.0,843018
1480,2000.0,10,DixonPrice,0.1,349609
1481,2000.0,25,ShubertN4,0.1,724574
1482,2000.0,100,Periodic,0.1,279756
1483,2000.0,25,Rastrigin,0.0,19463
1484,2000.0,100,AckleyN4,0.1,882465
1485,2000.0,25,Ridge,0.0,136226
1486,2000.0,100,Zakharov,0.0,602236
1487,2000.0,2,Zakharov,0.0,406832
1488,2000.0,2,RotatedHyperEllipsoid,0.1,361471
1489,2000.0,25,Quartic,0.0,353902
1490,2000.0,100,AckleyN4,0.1,7453
1491,2000.0,10,Zakharov,0.0,245847
1492,2000.0,25,StyblinskiTang,0.0,849784
1493,2000.0,10,Thevenot,0.0,340939
1494,2000.0,100,Quartic,0.0,466133
1495,2000.0,100,Sphere,0.1,316192
1496,2000.0,2,Salomon,0.1,809598
1497,2000.0,10,Rosenbrock,0.0,417587
1498,2000.0,10,Schwefel2_23,0.0,533004
1499,2000.0,10,Rosenbrock,0.0,556640
1500,2000.0,2,Trid,0.0,119124
1501,2000.0,25,Schwefel2_21,0.1,344632
1502,2000.0,100,Shubert,0.0,574079
1503,2000.0,10,Sphere,0.1,106843
1504,2000.0,10,DixonPrice,0.1,916548
1505,2000.0,100,Powell,0.0,233048
1506,2000.0,10,Periodic,0.1,394290
1507,2000.0,10,AckleyN4,0.0,947993
1508,2000.0,10,Levy,0.0,684825
1509,2000.0,2,Levy,0.1,561080
1510,2000.0,25,Schwefel,0.0,356144
1511,2000.0,10,RotatedHyperEllipsoid,0.1,349586
1512,2000.0,100,Schwefel2_21,0.1,456740
1513,2000.0,100,Michalewicz,0.0,521135
1514,2000.0,2,Rastrigin,0.1,606088
1515,2000.0,25,Griewank,0.0,647583
1516,2000.0,2,XinSheYangN3,0.0,949560
1517,2000.0,2,Brown,0.0,270039
1518,2000.0,100,XinSheYang,0.0,925652
1519,2000.0,100,XinSheYang,0.0,460031
1520,2000.0,100,Ridge,0.0,687984
1521,2000.0,25,Qing,0.0,893840
1522,2000.0,100,Thevenot,0.1,419355
1523,2000.0,25,Trid,0.1,852482
1524,2000.0,10,Shubert,0.0,620736
1525,2000.0,2,Brown,0.1,477557
1526,2000.0,2,AckleyN4,0.1,55934
1527,2000.0,10,XinSheYangN4,0.1,367220
1528,2000.0,2,SumSquares,0.1,987543
1529,2000.0,10,Schwefel2_21,0.0,743485
1530,2000.0,25,Schwefel2_23,0.1,179802
1531,2000.0,25,Ridge,0.1,451941
1532,2000.0,100,Schwefel,0.0,36799
1533,2000.0,10,StyblinskiTang,0.0,930445
1534,2000.0,10,StyblinskiTang,0.1,826639
1535,2000.0,10,Shubert,0.0,579030
1536,2000.0,2,Ridge,0.1,809770
1537,2000.0,2,Rastrigin,0.1,787793
1538,2000.0,10,ShubertN4,0.0,42934
1539,2000.0,25,Zakharov,0.1,424497
1540,2000.0,100,Schwefel,0.1,190894
1541,2000.0,100,AckleyN4,0.1,948168
1542,2000.0,10,ShubertN3,0.0,378108
1543,2000.0,100,Schwefel,0.0,752399
1544,2000.0,2,DixonPrice,0.1,456738
1545,2000.0,2,Ridge,0.0,380972
1546,2000.0,25,XinSheYangN4,0.1,698320
1547,2000.0,100,Thevenot,0.0,766872
1548,2000.0,10,ShubertN3,0.0,979567
1549,2000.0,10,ShubertN3,0.1,23690
1550,2000.0,2,ShubertN4,0.0,862380
1551,2000.0,10,Quartic,0.0,387230
1552,2000.0,2,Salomon,0.0,64553
1553,2000.0,10,Rosenbrock,0.0,215285
1554,2000.0,10,XinSheYangN4,0.1,984139
1555,2000.0,25,Levy,0.0,549582
1556,2000.0,10,Salomon,0.1,480366
1557,2000.0,100,Salomon,0.0,218861
1558,2000.0,100,Trid,0.1,485892
1559,2000.0,2,Sphere,0.1,830518
1560,2000.0,2,ShubertN4,0.1,245202
1561,2000.0,25,Shubert,0.1,639705
1562,2000.0,100,Schwefel2_23,0.0,71757
1563,2000.0,10,Zakharov,0.1,523012
1564,2000.0,100,HappyCat,0.0,907720
1565,2000.0,2,Schwefel2_20,0.1,218191
1566,2000.0,100,HappyCat,0.1,905547
1567,2000.0,10,Periodic,0.0,104783
1568,2000.0,10,AckleyN4,0.0,644440
1569,2000.0,100,Zakharov,0.1,139753
1570,2000.0,10,Rastrigin,0.0,400470
1571,2000.0,10,Quartic,0.1,461686
1572,2000.0,25,Ackley,0.1,289117
1573,2000.0,25,Shubert,0.0,977196
1574,2000.0,10,Schwefel2_20,0.0,223958
1575,2000.0,2,Sphere,0.0,49153
1576,2000.0,10,Thevenot,0.0,744335
1577,2000.0,100,SumSquares,0.0,330199
1578,2000.0,2,SumSquares,0.0,272654
1579,2000.0,100,Periodic,0.1,19862
1580,2000.0,10,StyblinskiTang,0.0,228421
1581,2000.0,100,RotatedHyperEllipsoid,0.1,774186
1582,2000.0,100,Rastrigin,0.1,999944
1583,2000.0,100,ShubertN3,0.0,593409
1584,2000.0,100,Ackley,0.0,90232
1585,2000.0,2,Brown,0.1,390424
1586,2000.0,10,Thevenot,0.1,129792
1587,2000.0,10,Quartic,0.1,326366
1588,2000.0,2,Thevenot,0.1,505505
1589,2000.0,100,Schwefel,0.0,888307
1590,2000.0,2,DixonPrice,0.0,513118
1591,2000.0,100,Michalewicz,0.1,613372
1592,2000.0,10,Thevenot,0.0,286890
1593,2000.0,2,Shubert,0.0,449938
1594,2000.0,25,Trid,0.1,170366
1595,2000.0,25,ShubertN3,0.1,146315
1596,2000.0,100,Ackley,0.1,407927
1597,2000.0,100,Ridge,0.1,190725
1598,2000.0,10,SumSquares,0.0,686495
1599,2000.0,2,Shubert,0.1,800618
1600,2000.0,100,Shubert,0.1,241519
1601,2000.0,10,Schwefel2_23,0.1,267931
1602,2000.0,2,Rastrigin,0.1,587946
1603,2000.0,25,XinSheYang,0.0,135663
1604,2000.0,25,ShubertN3,0.1,56236
1605,2000.0,10,Brown,0.0,920861
1606,2000.0,100,SumSquares,0.1,573968
1607,2000.0,25,Schwefel2_23,0.1,637656
1608,2000.0,10,Sphere,0.1,452630
1609,2000.0,25,Schwefel,0.0,542779
1610,2000.0,25,Ackley,0.1,137401
1611,2000.0,25,Shubert,0.0,857651
1612,2000.0,10,ShubertN3,0.0,320277
1613,2000.0,100,SumSquares,0.1,325315
1614,2000.0,25,SumSquares,0.0,666245
1615,2000.0,10,Schwefel2_21,0.0,327765
1616,2000.0,100,Zakharov,0.0,579676
1617,2000.0,2,Quartic,0.0,354245
1618,2000.0,2,Schwefel2_21,0.1,136432
1619,2000.0,25,Thevenot,0.0,394257
1620,2000.0,100,Powell,0.1,941451
1621,2000.0,2,Michalewicz,0.0,508659
1622,2000.0,10,XinSheYangN4,0.0,380542
1623,2000.0,10,Shubert,0.1,55800
1624,2000.0,2,ShubertN4,0.1,208042
1625,2000.0,25,Schwefel,0.1,209920
1626,2000.0,10,Trid,0.0,643783
1627,2000.0,25,Schwefel2_23,0.0,608226
1628,2000.0,10,RotatedHyperEllipsoid,0.1,867270
1629,2000.0,2,XinSheYangN2,0.0,332440
1630,2000.0,2,DixonPrice,0.1,626039
1631,2000.0,25,Sphere,0.0,919004
1632,2000.0,25,ShubertN3,0.1,206071
1633,2000.0,2,Rosenbrock,0.0,566095
1634,2000.0,100,Ackley,0.1,733638
1635,2000.0,2,Periodic,0.0,223931
1636,2000.0,2,Michalewicz,0.1,722214
1637,2000.0,100,Brown,0.1,376618
1638,2000.0,100,StyblinskiTang,0.1,827164
1639,2000.0,25,SumSquares,0.1,616655
1640,2000.0,100,DixonPrice,0.1,979956
1641,2000.0,100,Brown,0.1,724072
1642,2000.0,10,Schwefel,0.0,507908
1643,2000.0,100,Shubert,0.0,316615
1644,2000.0,100,RotatedHyperEllipsoid,0.1,494528
1645,2000.0,25,Ridge,0.0,873650
1646,2000.0,10,Griewank,0.0,832648
1647,2000.0,2,Salomon,0.0,183879
1648,2000.0,10,XinSheYangN2,0.0,493897
1649,2000.0,25,Schwefel2_23,0.1,776692
1650,2000.0,25,Schwefel2_23,0.0,934920
1651,2000.0,25,Qing,0.0,665382
1652,2000.0,100,XinSheYangN4,0.1,387282
1653,2000.0,2,Powell,0.1,399272
1654,2000.0,2,ShubertN3,0.0,541690
1655,2000.0,25,Ridge,0.1,235266
1656,2000.0,2,Trid,0.1,125713
1657,2000.0,25,Michalewicz,0.1,916409
1658,2000.0,10,StyblinskiTang,0.1,157519
1659,2000.0,100,StyblinskiTang,0.0,314383
1660,2000.0,100,Schwefel2_23,0.1,641806
1661,2000.0,10,Schwefel2_21,0.0,748127
1662,2000.0,100,XinSheYangN2,0.1,467949
1663,2000.0,100,AckleyN4,0.1,318654
1664,2000.0,25,Ackley,0.1,599194
1665,2000.0,25,Salomon,0.1,479985
1666,2000.0,25,Schwefel2_20,0.0,701136
1667,2000.0,10,HappyCat,0.1,559930
1668,2000.0,2,Sphere,0.0,979913
1669,2000.0,10,Ridge,0.1,29102
1670,2000.0,2,Griewank,0.1,226575
1671,2000.0,10,Zakharov,0.1,648997
1672,2000.0,2,AckleyN4,0.0,18280
1673,2000.0,10,ShubertN4,0.1,588021
1674,2000.0,25,Sphere,0.0,468760
1675,2000.0,10,Michalewicz,0.0,408974
1676,2000.0,10,Thevenot,0.1,101584
1677,2000.0,100,DixonPrice,0.1,48368
1678,2000.0,100,Schwefel,0.1,989049
1679,2000.0,25,Schwefel2_20,0.0,270640
1680,2000.0,10,Schwefel2_21,0.0,542324
1681,2000.0,100,Qing,0.0,728013
1682,2000.0,100,StyblinskiTang,0.0,547267
1683,2000.0,10,XinSheYang,0.0,925495
1684,2000.0,25,StyblinskiTang,0.0,566053
1685,2000.0,25,RotatedHyperEllipsoid,0.1,178513
1686,2000.0,100,DixonPrice,0.0,694606
1687,2000.0,25,Salomon,0.1,211393
1688,2000.0,25,Periodic,0.0,10437
1689,2000.0,25,Ridge,0.1,510544
1690,2000.0,10,Griewank,0.0,576017
1691,2000.0,10,Zakharov,0.1,992002
1692,2000.0,2,ShubertN3,0.1,825128
1693,2000.0,100,XinSheYangN3,0.0,478127
1694,2000.0,100,DixonPrice,0.0,885515
1695,2000.0,100,SumSquares,0.0,208247
1696,2000.0,2,Schwefel2_20,0.1,780098
1697,2000.0,2,Schwefel,0.1,340810
1698,2000.0,100,Periodic,0.1,299835
1699,2000.0,100,Trid,0.1,188382
1700,2000.0,100,Qing,0.0,927601
1701,2000.0,25,Levy,0.0,601337
1702,2000.0,25,XinSheYangN4,0.0,389256
1703,2000.0,100,StyblinskiTang,0.0,503478
1704,2000.0,100,Trid,0.0,668496
1705,2000.0,100,Schwefel2_23,0.1,47976
1706,2000.0,25,StyblinskiTang,0.1,430722
1707,2000.0,100,ShubertN4,0.0,398023
1708,2000.0,25,Powell,0.0,864939
1709,2000.0,10,Periodic,0.1,419036
1710,2000.0,100,Zakharov,0.1,904193
1711,2000.0,2,Ridge,0.0,370216
1712,2000.0,10,Schwefel2_21,0.0,245835
1713,2000.0,100,Zakharov,0.1,114457
1714,2000.0,2,DixonPrice,0.1,239763
1715,2000.0,10,XinSheYangN2,0.1,355056
1716,2000.0,100,Schwefel2_20,0.0,951302
1717,2000.0,25,ShubertN3,0.0,293140
1718,2000.0,25,AckleyN4,0.1,451317
1719,2000.0,2,Powell,0.0,656283
1720,2000.0,25,Periodic,0.1,690799
1721,2000.0,2,RotatedHyperEllipsoid,0.0,962299
1722,2000.0,25,Thevenot,0.0,459573
1723,2000.0,25,SumSquares,0.0,886912
1724,2000.0,100,Periodic,0.1,698815
1725,2000.0,25,Levy,0.1,923027
1726,2000.0,25,Trid,0.0,9323
1727,2000.0,2,Griewank,0.1,549405
1728,2000.0,25,Rastrigin,0.1,410384
1729,2000.0,10,Griewank,0.0,156645
1730,2000.0,100,RotatedHyperEllipsoid,0.0,170875
1731,2000.0,25,Qing,0.1,907005
1732,2000.0,10,Brown,0.0,410001
1733,2000.0,2,Sphere,0.1,232873
1734,2000.0,10,Shubert,0.1,498325
1735,2000.0,2,Powell,0.1,134302
1736,2000.0,25,RotatedHyperEllipsoid,0.0,123928
1737,2000.0,10,Sphere,0.0,579536
1738,2000.0,25,Ackley,0.1,81075
1739,2000.0,2,DixonPrice,0.1,339034
1740,2000.0,100,AckleyN4,0.0,788616
1741,2000.0,25,Schwefel2_23,0.0,941255
1742,2000.0,2,Levy,0.0,497912
1743,2000.0,100,Levy,0.1,472272
1744,2000.0,100,Zakharov,0.1,350834
1745,2000.0,2,Griewank,0.1,611550
1746,2000.0,100,XinSheYang,0.1,69717
1747,2000.0,100,Powell,0.1,350869
1748,2000.0,100,XinSheYangN4,0.0,175638
1749,2000.0,100,Levy,0.0,278497
1750,2000.0,25,XinSheYang,0.0,182728
1751,2000.0,100,SumSquares,0.0,266852
1752,2000.0,2,AckleyN4,0.1,795834
1753,2000.0,25,Griewank,0.1,286891
1754,2000.0,10,Ackley,0.0,509584
1755,2000.0,10,StyblinskiTang,0.1,474860
1756,2000.0,25,RotatedHyperEllipsoid,0.0,796777
1757,2000.0,10,Shubert,0.0,166647
1758,2000.0,25,Michalewicz,0.1,500429
1759,2000.0,100,Brown,0.0,771978
1760,2000.0,25,Ackley,0.1,148880
1761,2000.0,2,Powell,0.0,352229
1762,2000.0,25,Shubert,0.1,758482
1763,2000.0,25,SumSquares,0.1,186719
1764,2000.0,100,Quartic,0.0,561551
1765,2000.0,10,Shubert,0.1,922364
1766,2000.0,100,Schwefel2_23,0.0,395233
1767,2000.0,2,Quartic,0.1,357726
1768,2000.0,25,Michalewicz,0.0,213682
1769,2000.0,10,Ridge,0.0,379173
1770,2000.0,100,Michalewicz,0.0,659114
1771,2000.0,2,Quartic,0.1,725260
1772,2000.0,100,AckleyN4,0.0,896909
1773,2000.0,25,Salomon,0.1,510643
1774,2000.0,25,Ackley,0.1,639814
1775,2000.0,2,RotatedHyperEllipsoid,0.0,48678
1776,2000.0,25,Thevenot,0.1,420312
1777,2000.0,25,Periodic,0.1,853622
1778,2000.0,2,SumSquares,0.0,53120
1779,2000.0,100,Schwefel2_23,0.1,985705
1780,2000.0,10,Sphere,0.0,850022
1781,2000.0,10,ShubertN4,0.0,856774
1782,2000.0,10,Qing,0.0,154067
1783,2000.0,2,DixonPrice,0.1,778368
1784,2000.0,2,Schwefel2_20,0.0,702251
1785,2000.0,2,StyblinskiTang,0.1,621130
1786,2000.0,2,Periodic,0.0,948932
1787,2000.0,10,XinSheYangN4,0.0,320008
1788,2000.0,25,Salomon,0.1,676379
1789,2000.0,25,StyblinskiTang,0.0,869179
1790,2000.0,100,Thevenot,0.1,67874
1791,2000.0,25,Qing,0.0,688584
1792,2000.0,10,StyblinskiTang,0.0,358558
1793,2000.0,10,RotatedHyperEllipsoid,0.1,330308
1794,2000.0,25,Quartic,0.1,495574
1795,2000.0,2,SumSquares,0.1,738090
1796,2000.0,10,Quartic,0.0,806718
1797,2000.0,100,XinSheYangN2,0.0,343264
1798,2000.0,100,Schwefel2_20,0.1,45677
1799,2000.0,2,Periodic,0.0,75203
1800,2000.0,10,Schwefel2_20,0.1,260117
1801,2000.0,2,Periodic,0.0,798604
1802,2000.0,25,XinSheYangN2,0.1,681876
1803,2000.0,100,Schwefel2_20,0.1,471600
1804,2000.0,100,StyblinskiTang,0.0,621911
1805,2000.0,2,Shubert,0.0,786027
1806,2000.0,2,Powell,0.1,42064
1807,2000.0,10,Schwefel,0.1,924640
1808,2000.0,10,Zakharov,0.0,231267
1809,2000.0,100,Schwefel2_23,0.1,385517
1810,2000.0,100,XinSheYang,0.1,60104
1811,2000.0,10,XinSheYangN4,0.0,687923
1812,2000.0,25,HappyCat,0.0,552600
1813,2000.0,2,XinSheYangN4,0.0,899129
